run,best_epoch,best_val_acc,best_val_f1,best_val_loss,last_val_acc,last_val_f1,test_acc,test_f1,test_loss
finetune_20260226_103422_convnext_zepto_rms_imagenet,37,80.01378359751895,79.23501312646809,0.4290237932944343,79.97932460372157,79.21355926352625,79.66906946264744,78.61855103195033,0.18345758468941287
finetune_20260226_104445_convnextv2_atto_imagenet,35,84.07994486560992,83.39353024411704,0.2921821954756318,83.49414197105445,82.79498956541092,83.73197903014416,82.79703854417197,0.17175387860312108
finetune_20260226_114553_mobilevit_xxs_imagenet,32,82.08132322536183,81.35175321003327,0.3586413417886705,81.97794624396968,81.24682529631083,81.17627785058977,80.16386772981721,0.16384281078933421
finetune_20260226_120336_poolformerv2_s12_imagenet,23,89.80013783597519,89.30235245826509,0.19045377274846334,62.06064782908339,38.29470550712311,63.92529488859764,38.996602038776736,2.257962997891064
finetune_20260227_101348_convnextv2_atto_ssl80,35,88.97312198483804,88.44573311813411,0.23285898142929615,88.38731909028257,87.8375284404822,88.69593709043251,87.96322917065581,0.1186043060696994
finetune_20260227_103241_convnextv2_atto_ssl120,37,91.9710544452102,91.55923878531314,0.1526406156044107,91.90213645761544,91.48405594047568,91.71035386631718,91.13265792077804,0.10466722727004113
finetune_20260227_104427_convnextv2_atto_ssl150,35,92.07443142660235,91.66390653623864,0.16000151347762404,92.07443142660235,91.66658343155076,91.98885976408913,91.4267316259748,0.11466905295193403
finetune_20260227_105130_convnextv2_atto_none,41,81.97794624396968,81.25212539263794,0.3610274026794729,81.97794624396968,81.25212539263794,82.30668414154653,81.324246116357,0.23955345522890148
